RefSeq,Organism,Lineage,DoriC_oriC_0,DoriC_oriC_1,DoriC_oriC_2,DoriC_oriC_3,Sequence_length,False_order,oriC_edges_0,oriC_middles_0,oriC_edges_1,oriC_middles_1,oriC_edges_2,oriC_middles_2,oriC_edges_3,oriC_middles_3,oriC_edges_4,oriC_middles_4,oriC_edges_5,oriC_middles_5,oriC_edges_6,oriC_middles_6,oriC_edges_7,oriC_middles_7,oriC_edges_8,oriC_middles_8,N_penalty,O_penalty,D_penalty
NC_022998,Spiroplasma apis B31,"Bacteria, Tenericutes, Mollicutes, Entomoplasmatales, Spiroplasmataceae, Spiroplasma","(1333.0, 1466.0)",,,,1160554,False,"(1160307, 254)",4,,,,,,,,,,,,,,,,,[0.0],200,[70]
NC_020126,Myxococcus stipitatus DSM 14675,"Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Myxococcaceae, Myxococcus","(21513.0, 21874.0)",,,,10350586,False,"(1929, 2429)",2179,,,,,,,,,,,,,,,,,[0.0],0,[376760]
NZ_CP004350,"Corynebacterium casei LMG S-19264, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(3112686.0, 3113488.0)","(1849.0, 2620.0)",,,3113488,True,"(3094286, 3094786)",3094536,"(10992, 11492)",11242.0,"(2001884, 2002384)",2002134.0,,,,,,,,,,,,,"[0.0, 0.0, 0.0]",0,"[376950, 226900, 157840]"
NZ_CP007452,"Peptoclostridium acidaminophilum DSM 3953 chromosome, complete genome.","Bacteria, Firmicutes, Clostridia, Clostridiales, Peptostreptococcaceae, Peptoclostridium","(2245728.0, 107.0)","(1443.0, 1730.0)",,,2246262,False,"(712, 1212)",962,,,,,,,,,,,,,,,,,[0.0],200,[17400]
NZ_CP007481,"Neorickettsia helminthoeca str. Oregon, complete genome.","Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Anaplasmataceae, Neorickettsia","(883766.0, 37.0)",,,,884232,False,"(261982, 262482)",262232,,,,,,,,,,,,,,,,,[0.0],200,[30980]
NC_020528,Sinorhizobium meliloti 2011,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Sinorhizobium/Ensifer group, Sinorhizobium","(1.0, 477.0)",,,,3657276,False,"(3633787, 3634287)",3634037,,,,,,,,,,,,,,,,,[0.0],0,[405090]
NZ_CP007255,"Rhodococcus erythropolis R138, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Rhodococcus","(682573.0, 683352.0)",,,,6236862,False,"(631050, 631550)",631300,,,,,,,,,,,,,,,,,[0.0],0,[535460]
NZ_AP014680,"Lactobacillus hokkaidonensis DNA, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(2277854.0, 317.0)","(1677.0, 1851.0)",,,2277985,False,"(2277709, 223)",2277959,,,,,,,,,,,,,,,,,[0.0],0,[340]
NZ_CP015079,"Nocardioides dokdonensis FR1436, complete genome.","Bacteria, Actinobacteria, Propionibacteriales, Nocardioidaceae, Nocardioides","(1321209.0, 1321343.0)",,,,4376707,False,"(4356949, 4357449)",4357199,"(3208772, 3209272)",3209022.0,"(2089476, 2089976)",2089726.0,,,,,,,,,,,,,"[0.0, 0.0, 0.0]",0,"[14160, 243390, 5930]"
NZ_CP016540,"Planococcus sp. L10.15, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae, Planococcus","(3249137.0, 3249625.0)","(1345.0, 1517.0)",,,3249625,False,"(1487, 1987)",1737,,,,,,,,,,,,,,,,,[0.0],0,[35370]
NZ_CP009365,"Pseudomonas mosselii SJ10, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(4988362.0, 4988955.0)",,,,6247860,False,"(4952974, 4953474)",4953224,"(54, 554)",304.0,"(2302950, 2303450)",2303200.0,"(6105942, 6106442)",6106192.0,,,,,,,,,,,"[0.0, 0.0, 0.0, 0.0]",0,"[230030, 162030, 6060, 281390]"
NC_023035,Spirochaeta sp. L21-RPul-D2,"Bacteria, Spirochaetes, Spirochaetales, Spirochaetaceae, Spirochaeta","(1453.0, 1685.0)",,,,3782798,False,"(3780287, 3780787)",3780537,"(1036235, 1036735)",1036485.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[376180, 53700]"
NZ_CP011389,"'Deinococcus soli' Cha et al. 2014 strain N5, complete genome.","Bacteria, Deinococcus-Thermus, Deinococci, Deinococcales, Deinococcaceae, Deinococcus","(1822916.0, 1823275.0)",,,,3236984,True,"(189699, 190199)",189949,"(3236709, 224)",3236959.0,"(481690, 482190)",481940.0,,,,,,,,,,,,,"[0.0, 0.0, 0.0]",0,"[3620, 1420, 460]"
NC_020520,Acidimicrobidae bacterium YM16-304 DNA,"Bacteria, Actinobacteria, Acidimicrobidae, Acidimicrobiales, Acidimicrobineae, Acidimicrobiaceae, Ilumatobacter","(4829978.0, 201.0)","(1639.0, 2007.0)",,,4830181,False,"(79782, 80282)",80032,"(3741070, 3741570)",3741320.0,"(4727895, 4728395)",4728145.0,"(1449929, 1450429)",1450179.0,,,,,,,,,,,"[0.0, 0.0, 0.0, 0.0]",0,"[91350, 450650, 120900, 159910]"
NZ_CP011028,"Pseudoalteromonas espejiana strain ATCC 29659 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas","(3714077.0, 3714503.0)",,,,3720756,False,"(4763, 5263)",5013,"(1286583, 1287083)",1286833.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[99330, 113980]"
NC_021181,Lactobacillus acidophilus La-14,"Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(1991134.0, 30.0)",,,,1991579,False,"(1125, 1625)",1375,,,,,,,,,,,,,,,,,[0.0],0,[27340]
NC_022538,complete chromosome Acholeplasma palmae,"Bacteria, Tenericutes, Mollicutes, Acholeplasmatales, Acholeplasmataceae, Acholeplasma","(1554160.0, 291.0)",,,,1554229,False,"(1531000, 1531500)",1531250,,,,,,,,,,,,,,,,,[0.0],0,[464860]
NZ_CP012746,"Paraburkholderia caribensis MBA4 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia","(863959.0, 864402.0)",,,,3575012,False,"(812783, 813283)",813033,"(3571818, 3572318)",3572068.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[107410, 9840]"
NZ_CP012808,"Acinetobacter equi strain 114, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter","(854672.0, 855318.0)",,,,3054269,False,"(866327, 866827)",866577,,,,,,,,,,,,,,,,,[0.0],0,[205960]
NZ_LT828648,"Nitrospira japonica isolate Genome sequencing of Nitrospira japonica strain NJ11 genome assembly, chromosome: I.","Bacteria, Nitrospirae, Nitrospirales, Nitrospiraceae, Nitrospira","(938298.0, 938970.0)",,,,4084817,False,"(930726, 931226)",930976,"(544961, 545461)",545211.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[151640, 551220]"
NZ_CP011232,Kosmotoga pacifica strain SLHLJ1,"Bacteria, Thermotogae, Kosmotogales, Kosmotogaceae, Kosmotoga","(1353739.0, 1354453.0)",,,,2169170,True,"(1322459, 1322959)",1322709,"(949509, 950009)",949759.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[248540, 364440]"
NZ_CP016440,"Bordetella pseudohinzii strain HI4681 chromosome, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4461684.0, 4462781.0)",,,,4490371,False,"(11318, 11818)",11568,,,,,,,,,,,,,,,,,[0.0],0,[20680]
NZ_CP023564,"Brachybacterium ginsengisoli strain DCY80 chromosome, complete genome.","Bacteria, Actinobacteria, Micrococcales, Dermabacteraceae, Brachybacterium","(3912091.0, 3912512.0)",,,,3953253,True,"(2052555, 2053055)",2052805,"(1708289, 1708789)",1708539.0,"(404472, 404972)",404722.0,"(2981047, 2981547)",2981297.0,"(2502021, 2502521)",2502271.0,,,,,,,,,"[0.0, 0.0, 0.0, 0.0, 0.0]",0,"[283510, 8030, 74630, 466630, 205020]"
NC_021219,Candidatus Saccharimonas aalborgensis,"Bacteria, Candidatus Saccharibacteria, Candidatus Saccharimonas","(520783.0, 521242.0)",,,,1013781,False,"(533158, 533658)",533408,,,,,,,,,,,,,,,,,[0.0],0,[424150]
NZ_CP019606,"Tessaracoccus sp. NSG39, complete genome.","Bacteria, Actinobacteria, Propionibacteriales, Propionibacteriaceae, Tessaracoccus","(3168467.0, 3168825.0)",,,,3934699,False,"(2427666, 2428166)",2427916,"(1243280, 1243780)",1243530.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[139830, 240370]"
NZ_CP012871,"Enterobacter lignolyticus strain G5 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Enterobacter, Enterobacter cloacae complex","(4654667.0, 4655049.0)",,,,4702949,False,"(18703, 19203)",18953,"(4682423, 4682923)",4682673.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[378910, 405670]"
NC_022571,Clostridium saccharobutylicum DSM 13864,"Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(5107412.0, 100.0)","(1454.0, 1715.0)",,,5107814,False,"(5086671, 5087171)",5086921,,,,,,,,,,,,,,,,,[0.0],0,[418160]
NZ_CP009888,"Pseudoalteromonas sp. OCN003 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas","(720889.0, 721434.0)",,,,3197498,False,"(717201, 717701)",717451,,,,,,,,,,,,,,,,,[0.0],0,[62910]
NC_022198,Corynebacterium argentoratense DSM 44202,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Corynebacteriaceae, Corynebacterium","(2030969.0, 2031902.0)","(1639.0, 2199.0)",,,2031902,False,"(2027459, 2027959)",2027709,,,,,,,,,,,,,,,,,[0.0],0,[518050]
NZ_CP017704,"Bacillus simplex NBRC 15720 = DSM 1321, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus","(2571100.0, 2571715.0)","(2569558.0, 2569749.0)",,,5645783,False,"(2567662, 2568162)",2567912,,,,,,,,,,,,,,,,,[0.0],0,[65560]
NZ_CP011491,Mycobacterium vaccae 95051,"Bacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae,Mycobacterium","(6235557.0, 403.0)",,,,6235754,False,"(6233470, 6233970)",6233720,"(4119126, 4119626)",4119376.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[3610, 324660]"
NZ_FO704551,"Xenorhabdus poinarii str. G6 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Morganellaceae, Xenorhabdus","(30101.0, 30475.0)",,,,3659523,False,"(3658978, 3659478)",3659228,,,,,,,,,,,,,,,,,[0.0],300,[950]
NC_023029,"Francisella noatunensis subsp. orientalis LADL--07-285A, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Francisellaceae, Francisella","(59264.0, 59744.0)",,,,1858987,False,"(1858626, 138)",1858876,"(91736, 92236)",91986.0,,,,,,,,,,,,,,,"[5.37927376576598e-05, 5.37927376576598e-05]",0,"[406850, 2010]"
NZ_CP013704,Borrelia anserina Es,"Bacteria, Spirochaetes, Spirochaetales, Borreliaceae, Borrelia","(451128.0, 451376.0)",,,,906833,False,"(465632, 466132)",465882,,,,,,,,,,,,,,,,,[0.0],0,[236670]
NC_022524,Bacillus infantis NRRL B-14911,"Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus","(4884209.0, 519.0)","(1867.0, 2049.0)",,,4884713,False,"(5367, 5867)",5617,,,,,,,,,,,,,,,,,[0.0],0,[112590]
NC_022041,Paracoccus aminophilus JCM 7686,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus","(3613475.0, 170.0)",,,,3613807,False,"(3604227, 3604727)",3604477,,,,,,,,,,,,,,,,,[0.0],0,[51210]
NC_022567,Adlercreutzia equolifaciens DSM 19450 DNA,"Bacteria, Actinobacteria, Coriobacteridae, Coriobacteriales, Coriobacterineae, Coriobacteriaceae, Adlercreutzia","(2862448.0, 2862526.0)","(1630.0, 2040.0)",,,2862526,False,"(2829830, 2830330)",2830080,"(1507075, 1507575)",1507325.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[423770, 274780]"
NZ_CP019082,"Paludisphaera borealis strain PX4, complete genome.","Bacteria, Planctomycetes, Planctomycetia, Planctomycetales, Isosphaeraceae, Paludisphaera","(4210423.0, 4211354.0)",,,,7497544,False,"(4184512, 4185012)",4184762,,,,,,,,,,,,,,,,,[0.0],0,[266050]
NC_022438,Leifsonia xyli subsp. cynodontis DSM 46306,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Micrococcineae, Microbacteriaceae, Leifsonia","(2686197.0, 268.0)","(1643.0, 2079.0)",,,2686418,False,"(2684012, 2684512)",2684262,"(2153836, 2154336)",2154086.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[5110, 344840]"
NZ_CP006842,"Corynebacterium glyciniphilum AJ 3170, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(3508978.0, 3509654.0)",,,,3509786,False,"(5484, 5984)",5734,,,,,,,,,,,,,,,,,[0.0],0,[31070]
NZ_CP021377,"Oceanisphaera profunda strain SM1222 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae, Oceanisphaera","(1723847.0, 1724336.0)",,,,3508860,False,"(1726961, 1727461)",1727211,,,,,,,,,,,,,,,,,[0.0],300,[31130]
NZ_CP018888,"Lactobacillus amylophilus DSM 20533 = JCM 1125, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(762543.0, 763021.0)",,,,1610352,False,"(766275, 766775)",766525,,,,,,,,,,,,,,,,,[0.0],0,[78280]
NZ_AP012544,"Lactobacillus casei subsp. casei ATCC 393 DNA, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(1351.0, 1523.0)",,,,2924929,False,"(2920352, 2920852)",2920602,,,,,,,,,,,,,,,,,[0.0],0,[83190]
NC_022905,Brucella ceti TE10759-12 chromosome 1,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Brucella","(2117647.0, 191.0)",,,,2117718,False,"(2787, 3287)",3037,"(389116, 389616)",389366.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[52610, 55840]"
NC_022906,Brucella ceti TE10759-12 chromosome 2,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Brucella","(91699.0, 92065.0)",,,,1160316,False,"(105159, 105659)",105409,,,,,,,,,,,,,,,,,[0.0],0,[306430]
NC_023063,Ehrlichia muris AS145,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Anaplasmataceae, Ehrlichia","(1.0, 423.0)",,,,1196717,False,"(1191757, 1192257)",1192007,,,,,,,,,,,,,,,,,[0.0],300,[69330]
NZ_CP017269,"Geosporobacter ferrireducens strain IRF9 chromosome, complete genome.","Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Geosporobacter","(2828675.0, 2829267.0)","(2827107.0, 2827339.0)",,,5792634,False,"(2822249, 2822749)",2822499,,,,,,,,,,,,,,,,,[0.0],0,[123810]
NC_023065,Magnetospirillum gryphiswaldense MSR-1 v2,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Magnetospirillum","(3388932.0, 3389333.0)",,,,4365796,False,"(19041, 19541)",19291,,,,,,,,,,,,,,,,,[0.0],0,[346240]
NZ_CP009245,"Corynebacterium aquilae DSM 44791 strain S-613, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(2924948.0, 101.0)","(1962.0, 2961.0)",,,2926437,True,"(1378134, 1378634)",1378384,"(2173852, 2174352)",2174102.0,"(1910187, 1910687)",1910437.0,"(854279, 854779)",854529.0,,,,,,,,,,,"[0.0, 0.0, 0.0, 0.0]",0,"[162910, 166600, 20860, 135070]"
NZ_CP006950,Dehalococcoides mccartyi CG4,"Bacteria, Chloroflexi, Dehalococcoidia, Dehalococcoidales,Dehalococcoidaceae, Dehalococcoides","(1599.0, 1925.0)",,,,1382308,False,"(1447, 1947)",1697,,,,,,,,,,,,,,,,,[0.0],0,[1550]
NC_023150,Rhodococcus pyridinivorans SB3094,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Nocardiaceae, Rhodococcus","(3535749.0, 3536335.0)",,,,5227080,True,"(537376, 537876)",537626,"(1775920, 1776420)",1776170.0,"(4277548, 4278048)",4277798.0,"(4735636, 4736136)",4735886.0,,,,,,,,,,,"[0.0, 0.0, 0.0, 0.0]",200,"[331950, 1400, 470, 14750]"
NZ_CP011786,"Bifidobacterium actinocoloniiforme DSM 22766, complete genome.","Bacteria, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium","(1399742.0, 1400162.0)",,,,1830060,False,"(407, 907)",657,,,,,,,,,,,,,,,,,[0.0],0,[260350]
NZ_HG916765,Castellaniella defragrans 65Phen complete genome.,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Castellaniella","(3891428.0, 3892068.0)",,,,3952818,False,"(3942531, 3943031)",3942781,"(2186873, 2187373)",2187123.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[307030, 197460]"
NZ_CP009248,"Corynebacterium sphenisci DSM 44792, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(2594188.0, 27.0)","(1786.0, 2229.0)",,,2594799,False,"(2566926, 2567426)",2567176,,,,,,,,,,,,,,,,,[0.0],0,[197790]
NZ_CP009247,"Corynebacterium frankenforstense DSM 45800 strain ST18, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(2603363.0, 81.0)","(2056.0, 3280.0)",,,2604152,False,"(30540, 31040)",30790,"(1350371, 1350871)",1350621.0,"(2013172, 2013672)",2013422.0,"(1601516, 1602016)",1601766.0,,,,,,,,,,,"[0.0, 0.0, 0.0, 0.0]",0,"[123980, 187780, 18140, 309120]"
NZ_CP022110,"Nitrospirillum amazonense CBAmc chromosome 1, complete sequence.","Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Nitrospirillum","(39169.0, 39627.0)",,,,2945703,True,"(2925653, 2926153)",2925903,"(11922, 12422)",12172.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[244560, 394860]"
NZ_CP007039,"Pseudomonas cichorii JBC1, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(1915.0, 2499.0)",,,,5986012,False,"(5980433, 5980933)",5980683,,,,,,,,,,,,,,,,,[0.0],300,[21690]
NZ_CP007044,"Chania multitudinisentens RB-25, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Yersiniaceae, Chania","(964348.0, 964729.0)",,,,5488183,False,"(967550, 968050)",967800,,,,,,,,,,,,,,,,,[0.0],0,[88090]
NZ_CP022521,"Actinoalloteichus hoggarensis strain DSM 45943 chromosome, complete genome.","Bacteria, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Actinoalloteichus","(2017.0, 2965.0)",,,,6606717,False,"(2067, 2567)",2317,"(2844912, 2845412)",2845162.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[390410, 35150]"
NZ_CP014544,"Zhongshania aliphaticivorans strain SM2, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Cellvibrionales, Spongiibacteraceae, Zhongshania","(4181142.0, 4181630.0)",,,,4204359,True,"(4151186, 4151686)",4151436,"(4191117, 4191617)",4191367.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[538280, 260330]"
NZ_CP019699,"Novibacillus thermophilus strain SG-1, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Thermoactinomycetaceae, Novibacillus","(3627311.0, 3627864.0)",,,,3629225,False,"(3542, 4042)",3792,,,,,,,,,,,,,,,,,[0.0],0,[66950]
NZ_CP013862,"Lentibacillus amyloliquefaciens strain LAM0015, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Lentibacillus","(2713885.0, 2714452.0)","(2712343.0, 2712531.0)",,,3858284,False,"(2709736, 2710236)",2709986,"(8325, 8825)",8575.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[171450, 78250]"
NZ_AP017312,"Aneurinibacillus soli DNA, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Aneurinibacillus group, Aneurinibacillus","(353291.0, 353853.0)","(351742.0, 351934.0)",,,4116770,False,"(351638, 352138)",351888,,,,,,,,,,,,,,,,,[0.0],0,[29230]
NZ_CP009416,"Jeotgalibacillus malaysiensis strain D5 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae, Jeotgalibacillus","(1870.0, 2057.0)",,,,3516439,False,"(3516153, 213)",3516403,,,,,,,,,,,,,,,,,[0.0],0,[4740]
NZ_CP013213,"Erysipelothrix larvae strain LV19 chromosome, complete genome.","Bacteria, Firmicutes, Erysipelotrichia, Erysipelotrichales, Erysipelotrichaceae, Erysipelothrix","(2494628.0, 2495108.0)",,,,2495108,True,"(2464924, 2465424)",2465174,"(21481, 21981)",21731.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[598290, 434980]"
NZ_CP009122,"Sphingopyxis fribergensis strain Kp5.2, complete genome.","Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingopyxis","(4386745.0, 4387190.0)",,,,4993584,False,"(4971201, 4971701)",4971451,"(3556318, 3556818)",3556568.0,"(897863, 898363)",898113.0,"(1348311, 1348811)",1348561.0,,,,,,,,,,,"[0.0, 0.0, 0.0, 0.0]",0,"[152190, 169730, 394740, 16490]"
NZ_AP018165,Mycobacterium stephanolepidis DNA,"Bacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae,Mycobacterium","(4994364.0, 4994485.0)",,,,4994485,False,"(4992771, 4993271)",4993021,,,,,,,,,,,,,,,,,[0.0],0,[22920]
NZ_CP009312,"Lawsonella clevelandensis strain X1036 chromosome, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Lawsonella","(994022.0, 994775.0)",,,,1860551,False,"(1144026, 1144526)",1144276,"(909236, 909736)",909486.0,"(1497259, 1497759)",1497509.0,"(732870, 733370)",733120.0,"(1824258, 1824758)",1824508.0,,,,,,,,,"[0.0002687375944007985, 0.0002687375944007985, 0.0002687375944007985, 0.0002687375944007985, 0.0002687375944007985]",0,"[45360, 108170, 208210, 131330, 504160]"
NZ_CP016268,"Woeseia oceani strain XK5, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Woeseiaceae, Woeseia","(4059703.0, 19.0)",,,,4059891,False,"(44403, 44903)",44653,,,,,,,,,,,,,,,,,[0.0],200,[552270]
NZ_CP014525,"Haematospirillum jordaniae strain H5569, complete genome.","Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Haematospirillum","(767916.0, 768316.0)",,,,2131542,False,"(768604, 769104)",768854,,,,,,,,,,,,,,,,,[0.0],300,[630]
NZ_AP014924,"Limnochorda pilosa DNA, complete genome, strain: HC45.","Bacteria, Firmicutes, Limnochordia, Limnochordales, Limnochordaceae, Limnochorda","(3816730.0, 200.0)",,,,3817036,False,"(3816781, 244)",3817031,"(1049766, 1050266)",1050016.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[80, 8990]"
NZ_CP010271,Mycobacterium sp. EPM10906,"Bacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae,Mycobacterium","(4649054.0, 4649175.0)",,,,4649175,False,"(4648820, 144)",4649070,,,,,,,,,,,,,,,,,[0.0],0,[240]
NZ_CP012154,"Wenzhouxiangella marina strain KCTC 42284, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Wenzhouxiangellaceae, Wenzhouxiangella","(1449.0, 1680.0)",,,,3675202,False,"(3664774, 3665274)",3665024,,,,,,,,,,,,,,,,,[0.0],0,[106790]
NZ_CP019401,"Planococcus faecalis strain AJ003 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae, Planococcus","(3495402.0, 3495892.0)","(1345.0, 1516.0)",,,3495892,False,"(1826, 2326)",2076,,,,,,,,,,,,,,,,,[0.0],0,[32570]
NZ_CP016076,"Actinoalloteichus sp. ADI127-7 chromosome, complete genome.","Bacteria, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Actinoalloteichus","(1975.0, 2931.0)",,,,7120854,False,"(350, 850)",600,,,,,,,,,,,,,,,,,[0.0],0,[69570]
NZ_CP021983,Halomicronema hongdechloris C2206 genome.,"Bacteria, Cyanobacteria, Synechococcales, Leptolyngbyaceae, Halomicronema","(5122227.0, 5122790.0)",,,,5577845,False,"(330135, 330635)",330385,"(5571072, 5571572)",5571322.0,"(1422262, 1422762)",1422512.0,"(898705, 899205)",898955.0,,,,,,,,,,,"[0.0, 0.0, 0.0, 0.0]",0,"[183730, 509100, 29380, 112610]"
NZ_CP015622,"Corynebacterium crudilactis strain JZ16 chromosome, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(1758.0, 2240.0)",,,,3047373,False,"(3022602, 3023102)",3022852,,,,,,,,,,,,,,,,,[0.0],0,[483950]
