RefSeq,Organism,Sequence_length,Penalties,False_order,oriC_edges_0,oriC_middles_0,oriC_edges_1,oriC_middles_1,oriC_edges_2,oriC_middles_2,oriC_edges_3,oriC_middles_3,oriC_edges_4,oriC_middles_4,oriC_edges_5,oriC_middles_5,oriC_edges_6,oriC_middles_6,oriC_edges_7,oriC_middles_7,oriC_edges_8,oriC_middles_8,oriC_edges_9,oriC_middles_9
NZ_CP041185.1,"Janthinobacterium tructae strain SNU WT1 chromosome, complete genome",6314370,"([0.0, 0.0, 0.0], 0, [114470, 429070, 171840])",False,"(4238860, 4239360)",4239110,"(8580, 9080)",8830,"(4781296, 4781796)",4781546,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP041216.1,"Shewanella glacialimarina strain TZS-4 chromosome, complete genome",4456447,"([0.0], 0, [8220])",False,"(4455853, 4456353)",4456103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP041345.1,"Tenuifilum thalassicum strain 38H-str chromosome, complete genome",3195778,"([0.0], 0, [43690])",False,"(3195471, 192)",3195721,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP041352.1,"Casimicrobium huifangae strain SJ-1 chromosome, complete genome",4465898,"([0.0, 0.0], 200, [112430, 561680])",False,"(4460025, 4460525)",4460275,"(628479, 628979)",628729,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP041242.1,"Lysobacter alkalisoli strain SJ-36 chromosome, complete genome",3857091,"([0.0], 0, [144370])",False,"(5474, 5974)",5724,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP041253.1,"Echinicola soli strain LN3S3 chromosome, complete genome",5550304,"([0.0], 300, [100])",False,"(1226751, 1227251)",1227001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP041215.1,"Wolbachia endosymbiont of Carposina sasakii isolate wCauA chromosome, complete genome",1449344,"([0.0, 0.0, 0.0, 0.0], 0, [492370, 309810, 495460, 285630])",True,"(626893, 627393)",627143,"(40468, 40968)",40718,"(981826, 982326)",982076,"(1374049, 1374549)",1374299,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP043504.1,"Protaetiibacter larvae strain KACC 19322 chromosome, complete genome",2557894,"([0.0, 0.0, 0.0], 0, [231830, 87120, 114270])",True,"(396889, 397389)",397139,"(639016, 639516)",639266,"(2168310, 2168810)",2168560,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP058214.1,"Kaustia mangrovi strain R1DC25 chromosome, complete genome",4630536,"([0.0], 300, [3790])",False,"(2606633, 2607133)",2606883,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP041614.1,"Shewanella psychropiezotolerans strain YLB-06 chromosome, complete genome",6449204,"([0.0], 0, [409920])",False,"(6425540, 6426040)",6425790,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP045503.2,"Shewanella eurypsychrophilus strain YLB-08 chromosome, complete genome",5851320,"([0.0], 0, [235860])",False,"(5831025, 5831525)",5831275,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP044427.1,"Ornithinimicrobium pratense strain W204 chromosome, complete genome",3539411,"([0.0, 0.0], 0, [393640, 428030])",True,"(2599866, 2600366)",2600116,"(641133, 641633)",641383,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP041636.1,"Ferrovibrio terrae strain K5 chromosome, complete genome",4264634,"([0.0, 0.0], 0, [422800, 421880])",False,"(1261418, 1261918)",1261668,"(2751834, 2752334)",2752084,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP041637.1,"Formosa sediminum strain PS13 chromosome, complete genome",3934786,"([0.0], 0, [228610])",False,"(900407, 900907)",900657,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP041616.1,"Ornithinimicrobium ciconiae strain H23M54 chromosome, complete genome",4092907,"([0.0], 0, [284710])",False,"(4078416, 4078916)",4078666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP041659.1,"Sphingomonas xanthus strain AE3 chromosome, complete genome",2227318,"([0.0, 0.0, 0.0, 0.0], 0, [220600, 35850, 316940, 6560])",True,"(934718, 935218)",934968,"(1129700, 1130200)",1129950,"(79, 579)",329,"(1525093, 1525593)",1525343,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP041730.1,"Chitinimonas arctica strain R3-44 chromosome, complete genome",5292479,"([0.0], 300, [850])",False,"(2453353, 2453853)",2453603,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP041666.1,"Radiobacillus deserti strain TKL69 chromosome, complete genome",3615398,"([0.0], 0, [140260])",False,"(6764, 7264)",7014,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP038157.1,"Corynebacterium sanguinis strain CCUG 58655 chromosome, complete genome",2362885,"([0.0], 0, [155830])",False,"(806530, 807030)",806780,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP041692.1,"Microlunatus elymi strain KUDC0627 chromosome, complete genome",5121194,"([0.0], 200, [57410])",False,"(337893, 338393)",338143,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP019860.1,"Candidatus Uabimicrobium amorphum strain SRT547 chromosome, complete genome",9503417,"([0.0], 200, [10850])",False,"(321, 821)",571,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP041763.1,"Gordonia zhaorongruii strain HY186 chromosome, complete genome",3233079,"([0.0], 0, [86780])",False,"(7644, 8144)",7894,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP041764.1,"Serratia rhizosphaerae strain KUDC3025 chromosome, complete genome",5098052,"([0.0], 0, [96180])",False,"(2162894, 2163394)",2163144,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP041969.1,"Cohnella cholangitidis strain 1605-214 chromosome, complete genome",6408853,"([0.0], 0, [59400])",False,"(2987624, 2988124)",2987874,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP042425.1,"Limnoglobus roseus strain PX52 chromosome, complete genome",9378099,"([0.0, 0.0], 0, [511550, 434690])",True,"(4535006, 4535506)",4535256,"(9346914, 9347414)",9347164,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP042261.1,"Qingshengfaniella alkalisoli strain LN3S51 chromosome, complete genome",2257066,"([0.0], 0, [394500])",False,"(2045982, 2046482)",2046232,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP042243.1,"Crassaminicella thermophila strain SY095 chromosome, complete genome",3046753,"([0.0], 0, [98070])",False,"(3041600, 3042100)",3041850,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP042266.1,"Streptomyces qinzhouensis strain SSL-25 chromosome, complete genome",8146484,"([0.0, 0.0, 0.0, 0.0], 0, [20720, 2450, 56900, 9040])",False,"(627, 1127)",877,"(5272096, 5272596)",5272346,"(6779161, 6779661)",6779411,"(3842385, 3842885)",3842635,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP056030.1,"Pseudomonas eucalypticola strain NP-1 chromosome, complete genome",6372924,"([0.0, 0.0], 0, [592790, 154390])",True,"(37697, 38197)",37947,"(339, 839)",589,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP076680.1,"Francisella salimarina strain CHUGA-F75 chromosome, complete genome",1940863,"([0.0], 200, [39670])",False,"(67923, 68423)",68173,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP042829.1,"Tepidiforma bonchosmolovskayae strain 3753O chromosome, complete genome",2746948,"([0.0], 0, [50680])",False,"(2741362, 2741862)",2741612,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP036422.1,"Halioglobus maricola strain IMCC14385 chromosome, complete genome",4306437,"([0.0], 0, [86460])",False,"(4302228, 4302728)",4302478,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP042906.1,"Hypericibacter terrae strain R5913 chromosome, complete genome",5894118,"([0.0, 0.0, 0.0, 0.0], 300, [16820, 8680, 14350, 49300])",False,"(5775300, 5775800)",5775550,"(28163, 28663)",28413,"(2526681, 2527181)",2526931,"(2012570, 2013070)",2012820,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP042582.1,"Hypericibacter adhaerens strain R5959 chromosome, complete genome",5865246,"([0.0], 200, [217610])",False,"(13821, 14321)",14071,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP042831.1,"Flavobacterium alkalisoli strain XS-5 chromosome, complete genome",3985855,"([0.0], 0, [99100])",False,"(923094, 923594)",923344,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP044232.1,"Microbacterium lushaniae strain L-031 chromosome, complete genome",3650161,"([0.0, 0.0, 0.0, 0.0], 0, [294240, 495240, 474140, 63470])",False,"(3605439, 3605939)",3605689,"(560714, 561214)",560964,"(1313091, 1313591)",1313341,"(2094824, 2095324)",2095074,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP044222.1,"Nitrincola iocasae strain KXZD1103 chromosome, complete genome",4129232,"([0.0], 200, [61300])",False,"(3326, 3826)",3576,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP044285.1,"Hymenobacter baengnokdamensis strain BRD72 chromosome, complete genome",4428884,"([0.0, 0.0, 0.0, 0.0], 0, [128110, 112610, 77000, 14440])",True,"(4419279, 4419779)",4419529,"(1811211, 1811711)",1811461,"(1279329, 1279829)",1279579,"(2248694, 2249194)",2248944,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP059973.1,"Bacteroides luhongzhouii strain HF-5141 chromosome, complete genome",5760088,"([0.0, 0.0], 0, [513470, 488710])",False,"(1197285, 1197785)",1197535,"(225510, 226010)",225760,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP021861.1,"Lacipirellula parvula strain PX69 chromosome, complete genome",6922258,"([0.0, 0.0, 0.0, 0.0], 0, [339720, 266690, 137240, 421930])",True,"(6905025, 6905525)",6905275,"(6874704, 6875204)",6874954,"(3132113, 3132613)",3132363,"(4965524, 4966024)",4965774,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP045423.1,"Microvirga thermotolerans strain HR1 chromosome, complete genome",3823049,"([0.0, 0.0, 0.0, 0.0], 0, [223200, 111710, 57030, 29230])",True,"(3816446, 3816946)",3816696,"(607727, 608227)",607977,"(275272, 275772)",275522,"(1618817, 1619317)",1619067,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP047165.1,"Pelistega ratti strain NLN63 chromosome, complete genome",2326689,"([0.0], 0, [64580])",False,"(1629555, 1630055)",1629805,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP045096.1,"Streptomyces phaeolivaceus strain GY16 chromosome, complete genome",10116136,"([0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 0, [290130, 75930, 3880, 447130, 18940, 245590, 311280])",True,"(10067735, 10068235)",10067985,"(10104599, 10105099)",10104849,"(26384, 26884)",26634,"(4738760, 4739260)",4739010,"(3401762, 3402262)",3402012,"(7814896, 7815396)",7815146,"(1061205, 1061705)",1061455,nan,nan,nan,nan,nan,nan
NZ_CP045119.1,"Rubrobacter tropicus strain SCSIO 52909 chromosome, complete genome",4378772,"([0.0], 0, [256800])",False,"(4363163, 4363663)",4363413,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP045121.1,"Rubrobacter marinus strain SCSIO 52915 chromosome, complete genome",4156492,"([0.0], 0, [14840])",False,"(4154443, 4154943)",4154693,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_014117.1,"Paraburkholderia atlantica chromosome 1, complete sequence",3518940,"([0.0], 0, [119930])",False,"(3474097, 3474597)",3474347,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP045572.1,"Nonomuraea nitratireducens strain WYY166 chromosome, complete genome",11273186,"([0.0, 0.0], 0, [31130, 178800])",False,"(11269266, 11269766)",11269516,"(4796722, 4797222)",4796972,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP045422.1,"Devosia beringensis strain S02 chromosome, complete genome",4048765,"([0.0], 0, [6460])",False,"(4369, 4869)",4619,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP046056.1,"Venatorbacter cucullus strain ASxL5 chromosome, complete genome",2827114,"([0.0], 0, [74090])",False,"(2113, 2613)",2363,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP045737.1,"Aeromicrobium yanjiei strain MF47 chromosome, complete genome",3630722,"([0.0, 0.0, 0.0], 0, [116340, 30180, 552910])",False,"(8691, 9191)",8941,"(347303, 347803)",347553,"(1005491, 1005991)",1005741,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP045699.1,"Vibrio algicola strain SM1977 chromosome 1, complete sequence",2518765,"([0.0], 0, [76850])",False,"(2510050, 2510550)",2510300,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP045650.1,"Acinetobacter wanghuae strain dk386 chromosome, complete genome",2767765,"([0.0, 0.0], 0, [346940, 155660])",False,"(2759745, 2760245)",2759995,"(2513551, 2514051)",2513801,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP045643.1,"Streptomyces fagopyri strain QMT-28 chromosome, complete genome",8880330,"([0.0, 0.0], 0, [156150, 161110])",True,"(8613489, 8613989)",8613739,"(3484987, 3485487)",3485237,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP024702.1,"Fusobacterium pseudoperiodonticum strain KCOM 1282 chromosome, complete genome",2216236,"([0.0], 0, [122130])",False,"(2209880, 2210380)",2210130,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP045915.1,"Gracilibacillus salitolerans strain SCU50 chromosome, complete genome",5088110,"([0.0], 0, [102260])",False,"(5082747, 5083247)",5082997,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP045929.1,"Allosaccharopolyspora coralli strain E2A chromosome, complete genome",4832009,"([0.0, 0.0], 0, [364440, 12940])",False,"(4830217, 4830717)",4830467,"(434425, 434925)",434675,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP046027.1,"Neisseria brasiliensis strain N.177.16 chromosome, complete genome",2617510,"([0.0], 200, [5930])",False,"(1074589, 1075089)",1074839,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP060822.1,"Cylindrospermopsis curvispora GIHE-G1 chromosome, complete genome",3910736,"([0.0, 0.0], 0, [399940, 292510])",True,"(3906240, 3906740)",3906490,"(3083149, 3083649)",3083399,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP033433.1,"Cohnella candidum strain 18JY8-7 chromosome, complete genome",5289049,"([0.0, 0.0], 0, [524810, 148450])",False,"(4269963, 4270463)",4270213,"(7174, 7674)",7424,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP021888.1,"Thiosulfativibrio zosterae strain AkT22 chromosome, complete genome",2645427,"([0.0], 200, [226130])",False,"(73566, 74066)",73816,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP021889.1,"Thiosulfatimonas sediminis strain aks77 chromosome, complete genome",2722826,"([0.0, 0.0], 0, [240980, 392690])",False,"(39969, 40469)",40219,"(8286, 8786)",8536,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP024546.1,"Lysobacter helvus strain JCM32364 chromosome, complete genome",3270620,"([0.0, 0.0, 0.0, 0.0], 0, [363050, 482700, 122630, 109030])",True,"(3260693, 3261193)",3260943,"(32361, 32861)",32611,"(1247589, 1248089)",1247839,"(2159023, 2159523)",2159273,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP024545.1,"Lysobacter caseinilyticus strain JCM32879 chromosome, complete genome",3270651,"([0.0, 0.0, 0.0, 0.0], 0, [482820, 363050, 122630, 109190])",True,"(3260718, 3261218)",3260968,"(32361, 32861)",32611,"(1247588, 1248088)",1247838,"(2159040, 2159540)",2159290,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP046452.1,"Corynebacterium sp. 1959 chromosome, complete genome",2510218,"([0.0, 0.0], 0, [247910, 178990])",False,"(3801, 4301)",4051,"(2060689, 2061189)",2060939,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP046453.1,"Corynebacterium sp. 2019 chromosome, complete genome",2803752,"([0.0, 0.0, 0.0], 0, [32170, 372010, 526710])",False,"(2800447, 2800947)",2800697,"(2243918, 2244418)",2244168,"(521441, 521941)",521691,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP046455.1,"Corynebacterium sp. 2039 chromosome, complete genome",3109186,"([0.0, 0.0], 0, [348630, 2680])",False,"(14546, 15046)",14796,"(1424546, 1425046)",1424796,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP021881.1,"Sulfuriferula nivalis strain SGTM chromosome, complete genome",3361892,"([0.0], 0, [5190])",False,"(3171429, 3171929)",3171679,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP046175.1,"Haloactinobacterium kanbiaonis strain HY044 chromosome, complete genome",5648255,"([0.0, 0.0], 0, [558080, 19940])",False,"(5646998, 5647498)",5647248,"(3708030, 3708530)",3708280,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP046218.1,"Enterobacteriaceae endosymbiont of Macroplea mutica isolate MmutSym chromosome, complete genome",467736,"([0.0, 0.0, 0.0], 0, [440610, 230200, 245820])",True,"(185273, 185773)",185523,"(410734, 411234)",410984,"(218814, 219314)",219064,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP046226.1,"Enterobacteriaceae endosymbiont of Plateumaris pusilla isolate PpusSym chromosome, complete genome",514699,"([0.0], 0, [312650])",False,"(165218, 165718)",165468,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP046566.1,"Phnomibacter ginsenosidimutans strain SB-02 chromosome, complete genome",4372196,"([0.0], 0, [381680])",False,"(14510, 15010)",14760,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP046400.1,"Pseudodesulfovibrio cashew strain SRB007 chromosome, complete genome",3909950,"([0.0, 0.0], 0, [36380, 308410])",False,"(1135151, 1135651)",1135401,"(3907878, 3908378)",3908128,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP046531.1,"Mannheimia ovis strain ZY170218 chromosome, complete genome",2143704,"([0.0, 0.0], 0, [435290, 71050])",False,"(456682, 457182)",456932,"(32454, 32954)",32704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP047045.1,"Terricaulis silvestris strain 0127_4 chromosome, complete genome",3864763,"([0.0, 0.0, 0.0], 0, [26720, 65010, 27060])",False,"(3593156, 3593656)",3593406,"(2420604, 2421104)",2420854,"(1104710, 1105210)",1104960,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP047020.1,Streptomyces broussonetiae strain T44 chromosome,9735779,"([0.0, 0.0, 0.0, 0.0], 0, [140660, 451430, 199530, 4500])",True,"(4059302, 4059802)",4059552,"(7606346, 7606846)",7606596,"(6760209, 6760709)",6760459,"(4941023, 4941523)",4941273,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP063310.1,"Eggerthella guodeyinii strain HF-1101 chromosome, complete genome",4175177,"([0.0, 0.0], 0, [565070, 522050])",False,"(4145086, 4145586)",4145336,"(24267, 24767)",24517,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP050063.1,"Spirosoma aureum strain BT328 chromosome, complete genome",8898242,"([0.0], 0, [223660])",False,"(431580, 432080)",431830,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP047984.1,"Pontibacter russatus strain BT326 chromosome, complete genome",4965849,"([0.0], 0, [238370])",False,"(2342362, 2342862)",2342612,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP048106.1,"Pontibacter pudoricolor strain BT214 chromosome, complete genome",4344619,"([0.0, 0.0], 200, [74550, 1820])",False,"(3319948, 3320448)",3320198,"(2941101, 2941601)",2941351,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP048000.1,"Anaerocolumna sedimenticola strain CBA3638 chromosome, complete genome",5500435,"([0.0], 0, [2070])",False,"(5500023, 87)",5500273,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP053352.1,"Winogradskyella helgolandensis strain Z354 chromosome, complete genome",4533039,"([0.0, 0.0], 0, [492050, 417150])",False,"(23903, 24403)",24153,"(4067812, 4068312)",4068062,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP047591.1,"Aminipila terrae strain CBA3637 chromosome, complete genome",3512404,"([0.0], 200, [1670])",False,"(1566999, 1567499)",1567249,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP047650.1,"Xylophilus rhododendri strain KACC 21265 chromosome, complete genome",5854580,"([0.0, 0.0, 0.0, 0.0, 0.0], 0, [45090, 532140, 133430, 233970, 31060])",False,"(2779846, 2780346)",2780096,"(3836, 4336)",4086,"(502891, 503391)",503141,"(3956231, 3956731)",3956481,"(4510947, 4511447)",4511197,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP047593.1,"Tichowtungia aerotolerans strain S-5007 chromosome, complete genome",3882676,"([0.0], 0, [216490])",False,"(1393010, 1393510)",1393260,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP050152.1,"Brevibacterium atlanticum strain WO024 chromosome, complete genome",4156794,"([0.0, 0.0, 0.0], 0, [2710, 384550, 22370])",True,"(2015903, 2016403)",2016153,"(40113, 40613)",40363,"(2449943, 2450443)",2450193,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP050154.1,"Brevibacterium limosum strain o2 chromosome, complete genome",4253182,"([0.0], 0, [304870])",False,"(4220510, 4221010)",4220760,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP047897.1,"Nibribacter ruber strain BT10 chromosome, complete genome",4352178,"([0.0], 0, [304460])",False,"(15566, 16066)",15816,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP049616.1,"Muricauda oceani strain 501str8 chromosome, complete genome",4610330,"([0.0], 0, [246720])",False,"(3795621, 3796121)",3795871,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP047895.1,"Sphingomonas changnyeongensis strain C33 chromosome, complete genome",2869229,"([0.0, 0.0], 200, [212180, 14230])",True,"(2750927, 2751427)",2751177,"(1089735, 1090235)",1089985,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP029556.1,"Lysobacter oculi strain 83-4 chromosome, complete genome",2592821,"([0.0, 0.0], 0, [307980, 525280])",False,"(1940509, 1941009)",1940759,"(1444363, 1444863)",1444613,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
